part_id,production_timestamp,line_id,station_id,operator_id,measure_diam_mm,measure_length_mm,flatness_mm,torque_Nm,surface_roughness_Ra,temp_process_C,vibration_level,cycle_time_s,material_batch,visual_inspection_score,defect_label
548,2025-08-05 17:36:57,1,13,10,20.633,49.437,35.138,341.749,23.462,124.549,0.343077,163.045,MB-2025W32-L01-370,0.239597,0
549,2025-10-31 12:06:20,7,20,1,23.21,34.007,29.138,379.323,39.009,141.038,0.138863,220.382,MB-2025W44-L07-287,0.869005,0
550,2025-04-16 15:40:25,4,12,8,37.447,64.794,30.298,364.091,10.125,121.046,0.941938,164.437,MB-2025W16-L04-895,0.633777,1
551,2025-04-07 15:38:42,6,15,4,29.381,59.568,35.879,239.334,47.563,145.318,0.476122,231.668,MB-2025W15-L06-103,0.6995,0
552,2024-04-12 13:29:07,5,20,4,44.794,65.049,35.697,386.666,11.27,109.834,0.08709,266.471,MB-2024W15-L05-896,0.996305,0
553,2024-06-27 11:29:39,8,4,8,19.734,36.817,38.884,379.964,14.219,149.469,0.029222,285.801,MB-2024W26-L08-393,0.326501,0
554,2025-11-19 11:34:41,4,9,8,36.824,56.619,38.455,353.419,29.678,133.643,0.332801,144.761,MB-2025W47-L04-947,0.575972,0
555,2024-06-21 15:02:50,6,13,7,18.942,34.628,21.754,135.656,39.623,144.977,0.744618,123.221,MB-2024W25-L06-874,0.367737,0
556,2024-02-09 10:22:53,7,19,1,33.602,37.594,27.763,269.479,40.851,133.801,0.933925,125.261,MB-2024W06-L07-605,0.663743,1
557,2025-10-15 09:56:33,7,1,9,28.424,35.788,38.858,434.887,29.993,106.463,0.601465,129.174,MB-2025W42-L07-821,0.665351,0
558,2025-01-16 13:46:02,1,20,6,49.613,34.939,39.937,382.609,29.131,136.295,0.495026,240.828,MB-2025W03-L01-830,0.376709,0
559,2025-12-09 09:40:20,4,8,1,44.617,37.161,29.75,256.723,49.376,122.74,0.848518,298.213,MB-2025W50-L04-346,0.547943,0
560,2025-02-05 08:29:46,8,12,7,39.07,41.295,38.461,380.443,31.92,77.786,0.323419,258.255,MB-2025W06-L08-056,0.865855,0
561,2024-08-05 10:54:59,5,15,3,45.889,38.391,36.087,178.262,36.05,98.978,0.856141,120.39,MB-2024W32-L05-880,0.785499,1
562,2024-09-24 13:19:34,7,6,1,48.966,37.185,21.049,492.111,36.004,117.471,0.969727,225.395,MB-2024W39-L07-035,0.403994,1
563,2025-06-09 17:42:57,7,16,5,33.846,36.899,34.904,410.34,49.647,123.659,0.089611,192.735,MB-2025W24-L07-392,0.818195,0
564,2024-03-25 13:43:55,8,12,1,14.665,34.882,32.828,463.391,18.997,116.948,0.987349,195.9,MB-2024W13-L08-097,0.693726,0
565,2024-03-29 15:20:21,3,13,8,13.978,32.54,38.178,418.09,17.396,135.029,0.019746,211.212,MB-2024W13-L03-832,0.536417,0
566,2025-09-19 08:48:56,2,17,10,41.603,34.964,35.06,486.272,45.904,84.453,0.599103,135.988,MB-2025W38-L02-820,0.554722,0
567,2024-05-31 13:10:00,1,5,10,36.106,33.513,25.135,401.227,13.384,79.977,0.298578,293.255,MB-2024W22-L01-968,0.171603,0
568,2025-08-22 09:14:47,4,10,1,21.736,51.364,22.797,296.177,22.517,142.863,0.996797,221.234,MB-2025W34-L04-705,0.51059,1
569,2024-05-17 10:42:35,1,8,1,15.667,64.243,24.304,153.683,32.083,117.343,0.277396,245.821,MB-2024W20-L01-564,0.422015,0
570,2024-12-11 14:28:54,7,6,7,13.33,40.167,28.507,377.806,31.436,75.645,0.732675,299.072,MB-2024W50-L07-198,0.696803,0
571,2024-11-13 08:17:08,10,17,10,42.863,42.654,35.756,251.577,48.561,89.8,0.270125,206.294,MB-2024W46-L10-417,0.683979,1
572,2025-08-18 17:03:23,2,12,6,20.93,64.754,24.515,103.945,25.086,147.502,0.378632,121.001,MB-2025W34-L02-180,0.925636,0
573,2024-03-06 13:46:04,5,19,8,31.158,58.018,37.308,320.617,34.299,141.726,0.170747,289.302,MB-2024W10-L05-354,0.389563,0
574,2025-11-07 10:49:42,9,18,10,43.985,49.074,22.551,103.799,30.543,82.439,0.126368,175.76,MB-2025W45-L09-055,0.735422,0
575,2025-06-24 08:13:22,6,8,10,28.311,47.558,27.08,287.466,21.473,146.209,0.520595,243.693,MB-2025W26-L06-235,0.923812,0
576,2024-04-29 14:41:40,2,10,7,33.013,33.383,25.717,471.836,42.334,70.856,0.948397,235.407,MB-2024W18-L02-140,0.932441,0
577,2025-07-24 17:40:06,9,18,2,10.292,46.999,30.686,238.024,49.769,122.894,0.920459,299.834,MB-2025W30-L09-701,0.944941,0
578,2025-11-07 09:08:24,10,15,3,40.548,66.152,23.496,246.82,15.333,98.263,0.050907,199.102,MB-2025W45-L10-994,0.170484,1
579,2025-01-01 14:51:34,4,18,2,21.742,38.523,34.761,327.537,18.699,94.386,0.933111,228.595,MB-2025W01-L04-037,0.825727,0
580,2024-09-24 16:18:46,10,16,1,10.236,48.414,25.967,142.866,23.989,127.795,0.402068,101.773,MB-2024W39-L10-203,0.430804,1
581,2024-03-28 13:21:25,9,5,7,46.524,30.276,35.389,200.054,28.828,99.945,0.364496,278.439,MB-2024W13-L09-276,0.536427,1
582,2025-07-25 15:33:00,8,15,3,27.358,44.369,37.41,179.386,17.583,73.221,0.394546,248.785,MB-2025W30-L08-165,0.900998,0
583,2024-11-14 10:32:54,8,9,2,29.563,49.823,33.635,150.974,40.044,132.427,0.399876,245.199,MB-2024W46-L08-846,0.741893,0
584,2025-01-14 17:27:20,2,4,1,10.546,57.378,21.041,431.934,27.187,117.767,0.008029,196.039,MB-2025W03-L02-085,0.282223,0
585,2025-01-23 10:57:50,4,20,3,17.474,41.246,22.3,205.412,38.038,123.306,0.429159,194.779,MB-2025W04-L04-106,0.782717,0
586,2025-10-17 08:43:49,9,20,3,33.648,55.379,24.588,152.918,11.535,149.232,0.929098,185.261,MB-2025W42-L09-094,0.616467,0
587,2024-06-12 14:57:10,7,14,9,23.447,49.168,30.197,357.549,22.172,91.54,0.280556,170.205,MB-2024W24-L07-328,0.418074,0
588,2025-05-19 08:05:03,3,2,1,39.79,38.479,29.441,463.393,14.03,84.787,0.948328,172.716,MB-2025W21-L03-100,0.304357,0
589,2025-09-12 12:54:51,9,5,6,24.455,61.152,30.577,248.637,36.01,86.803,0.384049,277.439,MB-2025W37-L09-761,0.130485,0
590,2024-12-03 14:30:50,1,19,4,47.02,32.995,30.932,237.159,39.014,149.172,0.201999,244.154,MB-2024W49-L01-197,0.043811,0
591,2025-11-17 11:09:02,5,18,6,24.64,55.195,22.349,274.45,29.313,111.901,0.952444,258.177,MB-2025W47-L05-281,0.166935,0
592,2024-02-08 14:02:01,3,10,1,41.776,57.752,34.814,258.998,37.388,139.62,0.971538,133.104,MB-2024W06-L03-394,0.750728,1
593,2024-05-14 08:00:29,7,13,10,10.144,52.876,31.842,103.545,47.145,111.024,0.503818,244.116,MB-2024W20-L07-873,0.258835,0
594,2024-06-25 09:26:43,5,18,2,21.674,55.585,38.841,211.103,15.319,139.871,0.05152,296.005,MB-2024W26-L05-216,0.989536,0
595,2024-07-15 10:47:28,1,12,10,38.883,46.334,32.23,229.854,12.291,135.274,0.823932,143.856,MB-2024W29-L01-181,0.965227,1
596,2025-07-24 14:55:09,1,18,10,37.525,67.826,25.147,350.492,34.174,86.493,0.442185,164.853,MB-2025W30-L01-645,0.203919,0
597,2024-06-20 08:23:42,7,5,8,39.192,47.356,22.967,291.603,29.838,106.751,0.815598,135.222,MB-2024W25-L07-966,0.569658,1
598,2024-05-09 09:58:10,5,1,5,42.7,57.495,23.757,157.409,27.056,106.402,0.645119,180.501,MB-2024W19-L05-141,0.724307,0
599,2024-10-16 14:51:55,1,20,2,10.829,63.062,35.269,357.793,11.75,89.867,0.083596,128.527,MB-2024W42-L01-014,0.627384,0
600,2025-10-15 16:37:10,1,4,9,38.298,38.093,29.609,325.14,27.773,83.052,0.331756,130.903,MB-2025W42-L01-709,0.055876,0
601,2025-02-18 09:37:38,9,4,1,21.87,50.462,36.73,156.734,46.487,71.92,0.427135,129.475,MB-2025W08-L09-232,0.655365,0
602,2024-03-11 09:15:50,7,4,8,48.259,41.273,21.526,233.49,24.42,143.976,0.084804,108.669,MB-2024W11-L07-439,0.151103,0
603,2024-08-13 14:19:07,10,6,7,34.99,41.48,37.508,208.437,29.97,99.529,0.265401,281.397,MB-2024W33-L10-808,0.798684,1
604,2024-02-13 15:34:47,3,5,6,14.527,47.098,34.534,157.867,22.922,80.203,0.767535,170.522,MB-2024W07-L03-493,0.494206,0
605,2024-04-08 17:23:38,7,20,6,42.086,56.158,24.918,267.464,29.884,112.702,0.532474,264.281,MB-2024W15-L07-595,0.384627,0
606,2023-12-25 14:11:27,9,19,4,18.131,64.024,27.248,289.571,15.344,78.813,0.911362,172.172,MB-2023W52-L09-798,0.849329,0
607,2025-12-01 11:27:25,5,15,3,26.843,38.429,24.492,398.798,14.689,125.662,0.143077,246.616,MB-2025W49-L05-435,0.696123,0
608,2024-12-27 17:27:15,2,19,2,43.497,64.819,20.604,246.098,13.16,76.165,0.569183,262.742,MB-2024W52-L02-187,0.149717,0
609,2024-09-10 09:10:48,3,17,5,27.759,55.794,20.264,144.507,12.4,121.396,0.604174,134.716,MB-2024W37-L03-406,0.160349,0
610,2025-03-11 16:49:47,8,18,5,30.075,58.374,28.473,162.72,48.925,111.72,0.977926,125.027,MB-2025W11-L08-634,0.211864,1
611,2024-02-21 08:02:50,7,6,9,42.662,48.737,26.264,356.756,43.09,83.186,0.803339,229.329,MB-2024W08-L07-112,0.194731,1
612,2024-06-26 09:55:26,6,20,6,21.288,51.663,21.306,338.844,40.261,94.73,0.551691,227.678,MB-2024W26-L06-276,0.032367,1
613,2024-01-29 16:27:33,10,19,1,22.583,67.74,20.17,242.66,21.296,101.851,0.194884,250.368,MB-2024W05-L10-998,0.725688,1
614,2025-11-18 16:56:32,2,11,7,39.658,34.04,36.15,160.075,33.487,100.569,0.586358,270.405,MB-2025W47-L02-156,0.290119,0
615,2025-09-10 13:12:25,2,3,4,37.258,35.635,34.371,497.367,30.065,149.382,0.608739,204.657,MB-2025W37-L02-459,0.768636,0
616,2024-01-23 10:39:26,6,10,6,45.627,60.967,27.753,183.528,34.415,76.0,0.152401,225.558,MB-2024W04-L06-825,0.497523,1
617,2024-03-05 11:10:29,5,18,2,28.192,36.789,25.912,127.265,33.06,98.269,0.071134,242.131,MB-2024W10-L05-485,0.460741,0
618,2024-09-30 16:22:26,8,5,2,44.36,46.038,37.14,466.856,15.159,99.339,0.844836,290.409,MB-2024W40-L08-699,0.373683,0
619,2025-04-18 09:50:27,8,9,1,49.097,32.282,35.812,379.898,32.432,82.365,0.105298,175.164,MB-2025W16-L08-875,0.570134,1
620,2024-09-19 09:26:16,7,15,2,28.635,55.699,38.003,285.941,13.433,128.542,0.91746,284.498,MB-2024W38-L07-205,0.768217,0
621,2024-06-05 12:34:11,2,11,6,38.092,49.049,25.568,115.313,16.23,107.597,0.640216,164.037,MB-2024W23-L02-616,0.031323,0
622,2024-06-04 15:16:33,1,12,7,44.721,68.106,33.673,207.939,35.427,76.687,0.069259,181.014,MB-2024W23-L01-730,0.298337,0
623,2025-05-26 11:50:20,7,17,4,45.723,37.363,21.075,457.983,27.141,147.069,0.296905,139.721,MB-2025W22-L07-494,0.941942,0
624,2025-06-13 13:22:54,3,14,6,32.813,62.921,31.218,457.512,17.942,127.818,0.578489,128.923,MB-2025W24-L03-844,0.664063,0
625,2025-11-18 16:45:17,6,1,3,28.346,35.899,37.286,145.443,48.799,102.511,0.520692,100.735,MB-2025W47-L06-853,0.450559,0
626,2025-07-24 13:45:31,8,19,2,49.161,46.807,30.922,166.44,25.102,97.847,0.952377,294.349,MB-2025W30-L08-015,0.576836,0
627,2025-01-16 08:18:33,6,1,5,42.762,34.99,29.983,499.619,26.562,98.138,0.828186,185.17,MB-2025W03-L06-344,0.97407,1
628,2025-02-24 16:50:10,3,15,7,33.796,51.711,27.631,438.037,37.542,104.999,0.283248,224.075,MB-2025W09-L03-878,0.925136,1
629,2025-12-16 15:45:43,2,4,2,26.451,49.856,35.035,470.892,13.988,105.528,0.581234,106.527,MB-2025W51-L02-431,0.289904,0
630,2024-09-20 16:40:31,8,18,7,48.705,66.561,28.259,428.167,38.153,129.292,0.007605,174.929,MB-2024W38-L08-291,0.223937,0
631,2023-12-26 14:15:54,5,10,7,46.007,46.582,20.311,161.35,24.976,135.337,0.820034,219.989,MB-2023W52-L05-983,0.33509,0
632,2024-10-22 08:17:11,7,8,9,17.706,55.777,36.571,420.533,33.114,80.31,0.636273,295.471,MB-2024W43-L07-926,0.173717,0
633,2025-09-05 15:41:27,3,14,4,15.053,34.735,31.539,256.805,40.487,143.333,0.837338,131.811,MB-2025W36-L03-096,0.322405,1
634,2025-04-16 10:58:30,7,1,10,38.303,66.824,21.575,252.962,39.694,80.444,0.453706,226.3,MB-2025W16-L07-246,0.358121,0
635,2025-07-09 12:12:40,4,10,4,41.201,61.442,35.408,363.703,20.999,144.798,0.627438,227.677,MB-2025W28-L04-106,0.579355,1
636,2024-04-11 12:45:57,10,4,2,21.299,65.784,21.856,297.698,24.456,137.065,0.3908,198.207,MB-2024W15-L10-076,0.021957,0
637,2025-11-13 10:13:29,2,7,7,22.543,66.332,36.171,171.923,10.406,84.294,0.567294,221.331,MB-2025W46-L02-352,0.03145,0
638,2024-04-24 09:20:02,8,20,10,30.87,40.18,22.432,342.444,31.438,111.44,0.760961,143.261,MB-2024W17-L08-921,0.364891,0
639,2025-07-10 14:53:32,6,5,4,37.664,35.063,25.473,179.695,13.679,126.647,0.651925,193.409,MB-2025W28-L06-447,0.809012,0
640,2025-10-10 12:00:45,7,7,5,45.493,41.243,27.857,333.459,40.658,94.927,0.7941,290.752,MB-2025W41-L07-905,0.487832,0
641,2024-12-06 10:14:56,10,9,6,16.69,31.35,30.227,334.748,21.739,136.135,0.645098,293.029,MB-2024W49-L10-031,0.352253,1
642,2024-06-07 12:05:10,6,14,3,36.278,44.879,35.59,148.921,22.744,70.872,0.328869,193.075,MB-2024W23-L06-921,0.795239,0
643,2025-07-01 16:55:18,2,13,5,34.316,65.334,37.198,129.93,45.707,103.74,0.756201,163.557,MB-2025W27-L02-202,0.320121,1
644,2024-07-23 12:14:15,8,16,1,26.849,34.964,23.423,230.75,25.314,116.113,0.285037,228.733,MB-2024W30-L08-005,0.856103,0
645,2025-12-05 10:09:57,5,5,7,31.101,43.496,20.325,287.957,43.194,103.206,0.300998,163.438,MB-2025W49-L05-082,0.345824,0
646,2024-12-10 10:46:50,6,16,10,29.733,55.644,38.209,437.23,47.508,78.219,0.224014,265.091,MB-2024W50-L06-331,0.138734,0
647,2024-02-29 17:30:48,7,8,3,17.646,66.091,27.378,461.152,49.583,144.729,0.868015,151.938,MB-2024W09-L07-114,0.784944,1
648,2025-06-09 16:33:02,5,3,5,34.51,62.499,25.398,168.135,15.511,106.856,0.126289,272.379,MB-2025W24-L05-910,0.753035,0
649,2025-01-31 15:08:35,7,15,2,31.104,53.115,33.225,490.54,22.876,128.469,0.225831,152.762,MB-2025W05-L07-085,0.296234,0
650,2024-02-19 17:33:21,4,7,2,48.871,32.411,20.263,186.454,42.74,85.033,0.104535,141.732,MB-2024W08-L04-541,0.590523,0
651,2025-05-15 08:14:29,6,10,8,16.16,50.18,38.283,187.514,24.546,148.005,0.867859,202.693,MB-2025W20-L06-193,0.780021,1
652,2024-03-11 15:22:48,7,6,5,15.892,65.048,34.901,196.225,45.764,84.962,0.028586,232.377,MB-2024W11-L07-272,0.452641,1
653,2024-11-22 12:00:51,9,3,6,18.483,45.877,28.617,233.496,27.654,99.582,0.049134,176.505,MB-2024W47-L09-199,0.92802,0
654,2024-07-24 16:23:26,7,6,10,31.183,49.745,28.671,372.464,35.854,146.718,0.21958,110.628,MB-2024W30-L07-273,0.035688,0
655,2025-06-18 16:37:00,9,4,5,38.633,45.676,22.026,393.57,45.181,91.461,0.205705,257.146,MB-2025W25-L09-295,0.347633,0
656,2025-11-27 11:03:14,5,1,2,38.019,49.07,26.106,462.667,19.545,95.209,0.069455,137.469,MB-2025W48-L05-146,0.899869,0
657,2024-01-08 13:00:12,8,14,6,17.101,40.553,21.54,371.681,44.124,117.52,0.969542,216.632,MB-2024W02-L08-254,0.488307,0
658,2025-06-03 13:44:37,1,1,10,49.617,63.414,30.505,166.922,15.863,77.513,0.304602,247.237,MB-2025W23-L01-753,0.452616,0
659,2024-12-13 16:29:48,9,9,8,10.542,44.105,34.203,456.549,40.981,138.556,0.902167,219.149,MB-2024W50-L09-703,0.112761,0
660,2024-06-11 10:37:29,1,5,7,36.375,35.665,29.957,197.747,39.64,147.863,0.35942,248.873,MB-2024W24-L01-978,0.193842,0
661,2025-02-04 15:01:08,2,9,9,16.998,66.413,26.977,232.478,33.566,145.621,0.276247,138.115,MB-2025W06-L02-719,0.579517,0
662,2025-03-07 12:06:57,10,4,7,48.726,61.694,25.768,487.788,29.957,124.842,0.466317,130.046,MB-2025W10-L10-639,0.966671,0
663,2025-09-04 13:50:13,3,10,8,21.789,48.154,24.347,430.188,14.937,109.069,0.00509,170.451,MB-2025W36-L03-052,0.83411,0
664,2025-08-11 13:49:30,6,10,9,32.43,68.147,34.264,157.058,39.322,104.564,0.91826,158.16,MB-2025W33-L06-956,0.032137,0
665,2025-11-24 15:34:46,7,14,7,13.926,40.45,26.04,224.294,32.556,124.314,0.32248,215.633,MB-2025W48-L07-205,0.683321,0
666,2025-03-07 12:09:56,7,18,4,47.085,48.446,23.667,412.962,43.354,77.683,0.526571,238.827,MB-2025W10-L07-702,0.503815,0
667,2024-12-19 17:55:58,8,12,7,26.82,46.41,20.553,323.564,48.3,103.673,0.755856,223.042,MB-2024W51-L08-249,0.30239,0
668,2025-02-17 08:02:28,6,5,10,45.996,65.112,21.071,438.043,15.037,123.606,0.462808,252.599,MB-2025W08-L06-860,0.518008,1
669,2025-03-06 13:23:30,1,9,2,29.259,43.252,21.217,396.189,36.977,129.149,0.05302,141.013,MB-2025W10-L01-759,0.144152,0
670,2023-12-28 09:00:51,3,8,3,42.225,54.947,24.014,126.857,16.121,140.392,0.519823,149.441,MB-2023W52-L03-026,0.103607,0
671,2025-12-11 15:28:56,8,13,1,14.872,46.182,39.654,428.108,43.669,113.738,0.821686,236.264,MB-2025W50-L08-632,0.859314,1
672,2024-04-11 09:59:04,3,1,3,42.742,56.299,23.416,396.666,31.867,108.093,0.290036,233.507,MB-2024W15-L03-505,0.959091,0
673,2025-09-04 15:08:39,5,13,7,14.293,46.676,28.497,111.188,28.283,115.137,0.01102,160.552,MB-2025W36-L05-915,0.645109,0
674,2024-04-09 13:34:07,8,2,6,28.716,58.923,25.538,492.701,24.31,138.467,0.503206,169.767,MB-2024W15-L08-400,0.706225,0
675,2025-08-25 09:51:19,3,5,6,15.602,61.398,33.169,469.391,12.728,137.146,0.483745,292.511,MB-2025W35-L03-185,0.605842,0
676,2025-06-17 08:06:51,9,17,5,22.963,68.208,26.962,346.99,26.151,73.594,0.852031,131.836,MB-2025W25-L09-109,0.09654,0
677,2025-09-11 09:19:45,8,11,4,46.691,61.824,22.109,452.302,39.127,100.727,0.97332,284.475,MB-2025W37-L08-257,0.061927,1
678,2025-04-07 11:21:46,2,15,6,35.252,31.178,23.481,143.064,27.98,80.657,0.637396,211.294,MB-2025W15-L02-503,0.195718,0
679,2025-09-15 11:47:52,5,8,4,31.141,61.6,21.72,109.697,48.393,77.696,0.033239,128.113,MB-2025W38-L05-793,0.005236,0
680,2025-06-05 08:53:51,9,3,6,39.199,66.44,32.845,298.47,43.296,115.63,0.473733,170.421,MB-2025W23-L09-573,0.618479,0
681,2024-10-10 12:06:52,2,15,7,44.959,52.766,22.544,306.899,14.037,109.897,0.051479,208.108,MB-2024W41-L02-842,0.022542,0
682,2024-02-19 10:42:33,5,13,6,31.377,39.656,30.355,344.499,22.49,119.492,0.545942,278.362,MB-2024W08-L05-960,0.582773,0
683,2024-11-14 16:20:03,5,1,1,20.435,43.382,35.295,155.715,31.883,128.71,0.924174,232.667,MB-2024W46-L05-242,0.87827,0
684,2025-11-11 17:18:33,10,20,1,32.057,67.864,25.41,116.696,11.424,110.608,0.650337,186.303,MB-2025W46-L10-871,0.303418,0
685,2025-08-21 14:59:29,4,1,1,42.455,51.367,37.206,372.776,39.517,114.2,0.05214,253.136,MB-2025W34-L04-441,0.695441,0
686,2024-11-27 12:47:44,9,5,2,14.72,54.626,38.071,240.716,23.725,143.445,0.23817,118.398,MB-2024W48-L09-423,0.01005,0
687,2025-10-31 15:25:51,9,19,1,38.793,62.505,21.532,150.686,17.224,73.498,0.349667,231.042,MB-2025W44-L09-300,0.244244,1
688,2025-05-16 08:29:34,7,16,2,13.072,40.008,30.873,297.972,39.409,98.557,0.915101,144.057,MB-2025W20-L07-965,0.713134,0
689,2025-02-04 13:51:00,9,10,4,45.719,42.754,30.828,141.751,23.865,102.867,0.950563,197.242,MB-2025W06-L09-934,0.078446,1
690,2025-07-21 14:56:33,9,8,5,32.119,34.91,34.498,415.176,11.435,88.808,0.440277,252.838,MB-2025W30-L09-022,0.953045,0
691,2024-08-12 16:51:50,1,9,5,43.087,33.38,25.582,343.899,29.814,139.022,0.384663,108.883,MB-2024W33-L01-189,0.20573,0
692,2024-01-16 16:21:02,9,2,5,31.662,43.912,20.52,343.496,45.727,143.816,0.90745,262.049,MB-2024W03-L09-776,0.590959,1
693,2025-07-16 13:52:56,10,14,7,40.096,62.296,31.066,480.989,47.299,92.993,0.990891,206.952,MB-2025W29-L10-737,0.423835,0
694,2024-10-14 12:32:34,9,9,3,28.693,69.705,24.765,463.085,21.228,124.608,0.274393,299.761,MB-2024W42-L09-303,0.771339,0
695,2024-07-23 09:31:26,7,2,10,24.468,56.369,35.649,424.104,34.32,79.945,0.568441,164.198,MB-2024W30-L07-184,0.264518,0
696,2024-12-19 15:49:31,1,15,1,11.48,44.349,32.755,322.643,26.344,116.366,0.079547,279.409,MB-2024W51-L01-977,0.551448,1
697,2025-10-28 09:07:44,3,9,5,29.797,39.097,23.49,448.496,36.239,88.614,0.654601,136.851,MB-2025W44-L03-451,0.506719,0
698,2024-02-08 14:23:48,1,18,4,48.068,69.679,39.506,106.447,43.797,137.953,0.540441,108.947,MB-2024W06-L01-112,0.234697,1
699,2024-02-21 12:32:22,8,4,9,19.479,43.032,27.427,429.077,26.639,121.351,0.875853,128.616,MB-2024W08-L08-808,0.326541,1
700,2024-01-16 13:34:44,7,12,8,16.413,31.784,38.606,464.749,11.021,118.723,0.808034,202.159,MB-2024W03-L07-521,0.780874,0
701,2024-01-17 16:27:43,6,7,7,36.282,36.003,35.252,359.685,48.207,146.69,0.992319,213.08,MB-2024W03-L06-646,0.997813,0
702,2025-11-04 16:48:34,7,18,2,31.11,32.057,29.447,309.779,27.641,91.535,0.836009,158.613,MB-2025W45-L07-249,0.244029,0
703,2025-06-13 16:34:56,6,8,8,19.642,59.312,37.605,244.752,24.079,110.451,0.914636,230.666,MB-2025W24-L06-460,0.605219,0
704,2025-12-11 09:22:38,4,19,3,31.505,61.058,28.152,333.902,15.526,90.822,0.286885,162.769,MB-2025W50-L04-432,0.081506,0
705,2025-08-14 11:54:32,3,19,8,17.924,37.197,29.081,166.708,26.745,131.241,0.711382,193.972,MB-2025W33-L03-891,0.100995,1
706,2025-02-06 11:48:37,7,1,3,46.745,66.17,27.087,260.927,32.278,126.959,0.11903,279.485,MB-2025W06-L07-606,0.898354,0
707,2024-12-06 16:46:46,2,2,2,39.628,47.428,35.153,380.045,39.338,127.897,0.589558,264.021,MB-2024W49-L02-156,0.509374,0
708,2024-12-09 15:07:18,10,19,6,25.175,47.543,30.173,335.232,47.791,77.752,0.297349,168.223,MB-2024W50-L10-919,0.564131,0
709,2024-10-16 16:18:16,9,14,5,22.743,37.137,22.864,425.595,39.385,149.136,0.210681,203.827,MB-2024W42-L09-631,0.575138,0
710,2025-07-30 14:26:21,6,10,3,14.245,39.267,25.573,138.39,32.087,110.696,0.168852,219.678,MB-2025W31-L06-913,0.039745,0
711,2024-01-12 09:17:11,4,1,8,24.782,41.274,38.958,270.601,27.793,80.094,0.453849,283.599,MB-2024W02-L04-942,0.716251,0
712,2024-07-26 15:30:23,8,14,8,39.265,34.659,27.074,131.627,41.733,128.189,0.327116,201.412,MB-2024W30-L08-646,0.276108,0
713,2025-12-16 13:21:43,2,11,1,38.204,50.852,23.808,323.268,43.505,120.086,0.949183,225.457,MB-2025W51-L02-601,0.245914,0
714,2025-01-02 16:37:51,4,7,5,42.555,59.342,25.652,179.429,45.035,146.067,0.857157,249.889,MB-2025W01-L04-069,0.003198,0
715,2024-01-22 12:17:04,10,7,3,26.726,40.523,27.606,333.56,35.509,108.739,0.656941,136.013,MB-2024W04-L10-238,0.300101,0
716,2025-03-31 17:20:50,8,16,7,24.285,49.238,21.931,144.947,45.236,130.397,0.287271,293.872,MB-2025W14-L08-679,0.325397,0
717,2025-05-19 11:28:44,3,15,6,14.541,57.879,34.096,409.473,29.35,134.378,0.489174,182.401,MB-2025W21-L03-298,0.23486,0
718,2024-08-30 09:29:55,4,14,1,20.464,42.705,27.828,276.781,25.947,142.989,0.268317,245.637,MB-2024W35-L04-839,0.339842,1
719,2024-04-30 17:12:10,8,14,4,31.441,61.182,22.206,487.302,34.43,80.337,0.539767,290.056,MB-2024W18-L08-389,0.021118,1
720,2024-01-30 14:12:02,6,12,9,30.746,44.484,23.969,162.797,31.428,138.778,0.229334,260.257,MB-2024W05-L06-340,0.910654,0
721,2025-02-04 08:27:59,9,8,1,14.101,45.917,29.698,162.778,22.059,88.4,0.772412,149.462,MB-2025W06-L09-127,0.272458,0
722,2025-08-06 12:40:03,7,13,3,39.306,30.806,34.853,316.679,46.759,77.645,0.588196,178.225,MB-2025W32-L07-880,0.831472,0
723,2024-01-10 13:33:57,6,14,9,22.086,48.356,21.994,487.705,33.048,100.126,0.429535,144.451,MB-2024W02-L06-286,0.406331,0
724,2024-10-15 09:22:15,9,17,4,10.689,49.881,27.873,249.095,31.863,78.664,0.224061,295.038,MB-2024W42-L09-238,0.397349,0
725,2025-05-05 15:46:09,8,19,2,22.424,35.751,32.598,133.454,32.435,86.615,0.942093,218.682,MB-2025W19-L08-413,0.083889,0
726,2025-01-09 14:44:10,8,17,10,20.081,42.458,26.757,160.245,22.858,115.225,0.406534,101.114,MB-2025W02-L08-774,0.690397,0
727,2024-08-22 11:48:25,8,18,8,48.379,39.43,29.227,293.199,32.192,129.175,0.733069,284.246,MB-2024W34-L08-080,0.425702,0
728,2024-03-26 17:16:15,1,6,9,16.648,47.504,39.438,115.625,26.967,83.658,0.803154,197.439,MB-2024W13-L01-561,0.748993,0
729,2024-11-25 14:41:13,1,10,2,49.83,58.798,37.605,208.443,22.895,141.164,0.56381,133.189,MB-2024W48-L01-702,0.290197,0
730,2024-07-05 12:12:14,10,12,9,28.884,38.425,26.604,398.706,49.847,144.227,0.164238,243.016,MB-2024W27-L10-326,0.47387,0
731,2023-12-27 17:11:58,3,16,2,22.474,37.507,33.881,315.093,23.241,74.889,0.468694,131.291,MB-2023W52-L03-573,0.350453,0
732,2024-07-23 15:18:59,6,1,4,21.368,66.46,28.523,391.729,24.691,131.359,0.934308,212.222,MB-2024W30-L06-208,0.641599,1
733,2025-03-14 11:45:46,3,4,4,40.879,53.687,25.545,422.92,44.853,123.48,0.473407,133.62,MB-2025W11-L03-222,0.783365,1
734,2024-04-29 09:12:00,10,5,3,29.019,30.01,21.556,487.937,15.479,134.579,0.425406,194.338,MB-2024W18-L10-779,0.302558,1
